,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
NXT1,4.18080760557285e-07,0.771690374,0.237,0.223,0.023213934,FCRL5,NXT1
SLC25A39,1.81140713969591e-59,0.771647765,0.478,0.403,1.00578381431615e-54,FCRL5,SLC25A39
RUVBL21,2.15047153859936e-08,0.771593701,0.219,0.197,0.001194049,FCRL5,RUVBL2
UBE2N1,3.02869796724664e-26,0.77158426,0.355,0.311,1.6816845463137e-21,FCRL5,UBE2N
CHP1,3.08316006733837e-15,0.771263173,0.26,0.222,1.71192462738963e-10,FCRL5,CHP1
MRPL221,1.78566779377073e-24,0.770933998,0.346,0.303,9.91492042491195e-20,FCRL5,MRPL22
YWHAE,1.61290807427847e-173,0.770852275,0.721,0.602,8.95567208243122e-169,FCRL5,YWHAE
TUBA4A1,4.08759857185292e-67,0.7698533,0.502,0.421,2.26963910702133e-62,FCRL5,TUBA4A
SRSF8,6.13951614063353e-11,0.76975386,0.277,0.259,3.40896633708677e-06,FCRL5,SRSF8
HSD17B12,5.53347366101206e-18,0.769531604,0.31,0.276,3.07246125027695e-13,FCRL5,HSD17B12
ITGA4,2.49783119149437e-09,0.769529407,0.246,0.225,0.000138692,FCRL5,ITGA4
LLPH1,1.57937335639615e-07,0.768923499,0.201,0.18,0.008769471,FCRL5,LLPH
TCEAL8,6.620569237808e-22,0.768568133,0.307,0.261,3.67607106929289e-17,FCRL5,TCEAL8
SEC63,3.19893960738307e-58,0.768419692,0.496,0.439,1.77621121699945e-53,FCRL5,SEC63
GUSB,3.41669754314223e-53,0.768321825,0.455,0.38,1.89712131082972e-48,FCRL5,GUSB
HAT11,4.21159722619472e-08,0.766929748,0.21,0.189,0.002338489,FCRL5,HAT1
BCL2,1.432783982359e-18,0.766624831,0.268,0.222,7.95553306204835e-14,FCRL5,BCL2
PAPSS1,5.68255335337869e-13,0.766589453,0.276,0.249,3.15523774946352e-08,FCRL5,PAPSS1
RAB2A,1.92737446447314e-100,0.766437543,0.6,0.521,1.07017467139871e-95,FCRL5,RAB2A
UBE3A,3.47997638997283e-17,0.766378764,0.291,0.254,1.93225689053241e-12,FCRL5,UBE3A
DGCR6L,1.11110102276083e-08,0.766368061,0.241,0.222,0.000616939,FCRL5,DGCR6L
CYTOR,4.34437887550983e-224,0.766230853,0.752,0.571,2.41221637062683e-219,FCRL5,CYTOR
TSSC4,1.33894250597646e-11,0.76557774,0.261,0.236,7.43447826443432e-07,FCRL5,TSSC4
ETFA1,2.22215085027392e-24,0.765354556,0.362,0.328,1.23384925961459e-19,FCRL5,ETFA
LUC7L3,2.25699912128959e-65,0.765099449,0.492,0.41,1.25319876209605e-60,FCRL5,LUC7L3
RER1,6.88147403626758e-103,0.764880349,0.605,0.523,3.82093845863757e-98,FCRL5,RER1
TRMT1,7.15540582031292e-07,0.764592964,0.199,0.18,0.039730391,FCRL5,TRMT1
MRPS36,4.42156815243893e-24,0.764585992,0.357,0.319,2.45507571664171e-19,FCRL5,MRPS36
PIM2,0,0.764559136,0.918,0.77,0,FCRL5,PIM2
NUTF21,2.74558534970021e-09,0.764545646,0.27,0.256,0.000152449,FCRL5,NUTF2
DDX12,8.49522121964578e-09,0.764301812,0.227,0.205,0.000471697,FCRL5,DDX1
AC058791.1,2.23127018090497e-16,0.764066944,0.158,0.113,1.23891276794749e-11,FCRL5,AC058791.1
RAB9A,2.70243950734767e-09,0.763771475,0.26,0.242,0.000150053,FCRL5,RAB9A
FAM96B,2.29979324296263e-50,0.763629578,0.419,0.336,1.276960198155e-45,FCRL5,FAM96B
EIF1AX,2.73074094364864e-106,0.763594956,0.612,0.527,1.5162439089609e-101,FCRL5,EIF1AX
TXNL4A1,8.44136653878817e-74,0.763290429,0.519,0.432,4.68706877066213e-69,FCRL5,TXNL4A
AQP3,3.9488077042397e-41,0.762639404,0.422,0.361,2.1925754777791e-36,FCRL5,AQP3
USP16,5.7814718682584e-47,0.762246921,0.461,0.406,3.21016225485047e-42,FCRL5,USP16
CADM1,6.73285726473644e-56,0.760618433,0.404,0.299,3.73841899624491e-51,FCRL5,CADM1
AAMP,8.85382826238737e-15,0.760309189,0.305,0.28,4.91608814269059e-10,FCRL5,AAMP
MAT2B,1.10109027894161e-12,0.760070598,0.286,0.262,6.11380377382327e-08,FCRL5,MAT2B
CEP350,2.75470763758535e-11,0.759899393,0.256,0.23,1.52955141576926e-06,FCRL5,CEP350
EIF3G,3.99810764534677e-183,0.759732306,0.737,0.612,2.21994927007879e-178,FCRL5,EIF3G
SLC25A45,2.10646575455391e-10,0.759709572,0.204,0.173,1.16961511021606e-05,FCRL5,SLC25A45
RTN4,1.16098467460386e-36,0.759296296,0.38,0.314,6.44636740573794e-32,FCRL5,RTN4
TLE3,1.34307970644981e-08,0.758856865,0.222,0.199,0.000745745,FCRL5,TLE3
PPHLN11,2.50349157167675e-25,0.758561504,0.339,0.292,1.39006369517351e-20,FCRL5,PPHLN1
UQCC31,3.48097526755006e-08,0.757619995,0.219,0.197,0.001932812,FCRL5,UQCC3
HNRNPDL,1.59275399805783e-199,0.757494029,0.757,0.641,8.84376657421609e-195,FCRL5,HNRNPDL
TMBIM6,0,0.757316619,0.961,0.848,0,FCRL5,TMBIM6
CLIC1,1.27096715561566e-264,0.757246289,0.842,0.694,7.05704513155595e-260,FCRL5,CLIC1
LMAN2,0,0.756341391,0.899,0.75,0,FCRL5,LMAN2
SSRP11,2.11451191158394e-07,0.756199664,0.223,0.206,0.011740827,FCRL5,SSRP1
DGUOK,1.00310007837079e-26,0.756023874,0.38,0.344,5.56971318515381e-22,FCRL5,DGUOK
TCF4,7.20369469903449e-48,0.755777913,0.432,0.358,3.9998514816389e-43,FCRL5,TCF4
SSU72,3.15769089674805e-74,0.755681644,0.542,0.47,1.75330787041935e-69,FCRL5,SSU72
DNPEP,3.93728460761201e-09,0.75489521,0.235,0.212,0.000218618,FCRL5,DNPEP
USP34,2.83446852116938e-08,0.753934629,0.219,0.197,0.001573839,FCRL5,USP34
SUMF2,7.0965792789294e-22,0.75366909,0.327,0.284,3.94037564462555e-17,FCRL5,SUMF2
TOR3A,2.28561814692133e-90,0.752531019,0.572,0.478,1.26908947607807e-85,FCRL5,TOR3A
BID1,9.30950406547267e-13,0.751303885,0.278,0.254,5.1691021323537e-08,FCRL5,BID
ZC3H131,1.21137225502978e-07,0.751252184,0.214,0.194,0.006726144,FCRL5,ZC3H13
CD164,5.03479768171111e-88,0.750176476,0.586,0.516,2.79557141277009e-83,FCRL5,CD164
UBE2L31,4.00587324941739e-72,0.750080578,0.527,0.453,2.224261121739e-67,FCRL5,UBE2L3
KRT8,0,3.257377146,0.52,0.089,0,PGA5,KRT8
KRT19,0,3.731359391,0.474,0.065,0,PGA5,KRT19
KRT18,0,2.70878765,0.512,0.114,0,PGA5,KRT18
IFI271,0,1.317124315,0.606,0.244,0,PGA5,IFI27
AGR2,0,3.221804439,0.441,0.084,0,PGA5,AGR2
IFITM31,0,2.656937728,0.448,0.107,0,PGA5,IFITM3
ELF3,0,3.518926975,0.383,0.051,0,PGA5,ELF3
LYZ1,0,2.747086442,0.499,0.168,0,PGA5,LYZ
FXYD3,0,3.198760239,0.365,0.053,0,PGA5,FXYD3
IER3,0,1.562225033,0.428,0.164,0,PGA5,IER3
CLDN4,0,3.241071955,0.307,0.046,0,PGA5,CLDN4
S100P,0,3.979720678,0.297,0.039,0,PGA5,S100P
TFF1,0,5.194019715,0.319,0.072,0,PGA5,TFF1
PIGR,0,3.149966586,0.295,0.052,0,PGA5,PIGR
SMIM22,0,2.818881739,0.281,0.04,0,PGA5,SMIM22
TSPAN8,0,3.127919658,0.273,0.036,0,PGA5,TSPAN8
MUC1,0,3.614430377,0.274,0.038,0,PGA5,MUC1
C19orf33,0,3.777008501,0.256,0.021,0,PGA5,C19orf33
SPINK1,0,3.343642024,0.267,0.039,0,PGA5,SPINK1
S100A61,0,1.396039476,0.871,0.644,0,PGA5,S100A6
C15orf48,0,2.504067201,0.284,0.06,0,PGA5,C15orf48
LCN2,0,3.27491937,0.262,0.041,0,PGA5,LCN2
LGALS4,0,2.949691193,0.257,0.04,0,PGA5,LGALS4
S100A14,0,3.731272916,0.234,0.018,0,PGA5,S100A14
GPX2,0,3.120069261,0.247,0.031,0,PGA5,GPX2
EPCAM,0,2.742101794,0.261,0.047,0,PGA5,EPCAM
RNASE1,0,3.054658373,0.255,0.048,0,PGA5,RNASE1
TPM1,0,2.175283486,0.276,0.07,0,PGA5,TPM1
GSN,0,2.545874574,0.256,0.056,0,PGA5,GSN
PHGR1,0,3.492280878,0.262,0.069,0,PGA5,PHGR1
SFN,0,3.21814279,0.211,0.021,0,PGA5,SFN
SOX4,0,1.966223917,0.258,0.069,0,PGA5,SOX4
PHLDA2,0,2.399063153,0.227,0.05,0,PGA5,PHLDA2
CLDN7,0,3.40591629,0.194,0.021,0,PGA5,CLDN7
CD24,0,1.581539046,0.207,0.036,0,PGA5,CD24
TSPAN1,0,3.02804388,0.195,0.026,0,PGA5,TSPAN1
MUC5AC,0,5.250860221,0.218,0.052,0,PGA5,MUC5AC
NUPR1,0,2.331340128,0.211,0.045,0,PGA5,NUPR1
S100A16,0,2.788405692,0.184,0.022,0,PGA5,S100A16
DSP,0,3.767246287,0.175,0.013,0,PGA5,DSP
CA2,0,3.271214085,0.189,0.029,0,PGA5,CA2
KLF5,0,2.580644245,0.186,0.031,0,PGA5,KLF5
TM4SF1,0,3.048644843,0.18,0.025,0,PGA5,TM4SF1
CLU,0,2.554753426,0.188,0.034,0,PGA5,CLU
ADIRF,0,3.292696578,0.168,0.021,0,PGA5,ADIRF
VSIG2,0,4.124851711,0.155,0.009,0,PGA5,VSIG2
NQO1,0,2.902692497,0.167,0.022,0,PGA5,NQO1
MT1G,0,2.182342975,0.177,0.034,0,PGA5,MT1G
GPRC5A,0,3.585794387,0.157,0.014,0,PGA5,GPRC5A
REG4,0,4.038437055,0.161,0.022,0,PGA5,REG4
IGFBP2,0,3.6425677,0.151,0.012,0,PGA5,IGFBP2
SDC4,0,3.110708733,0.157,0.021,0,PGA5,SDC4
FCGBP,0,3.096505566,0.163,0.029,0,PGA5,FCGBP
TACSTD2,0,3.319912853,0.151,0.017,0,PGA5,TACSTD2
ETS2,0,3.069031763,0.154,0.021,0,PGA5,ETS2
TMEM54,0,2.280628841,0.161,0.03,0,PGA5,TMEM54
CTNND1,0,2.373947431,0.15,0.024,0,PGA5,CTNND1
DNAAF2,1.29415552154972e-48,0.8870291,0.332,0.171,7.18579853340481e-44,FRZB,DNAAF2
CBX31,5.19564062878807e-111,0.886964399,0.661,0.346,2.88487945913457e-106,FRZB,CBX3
TNFAIP81,1.07247700120657e-80,0.886956949,0.491,0.25,5.9549285491995e-76,FRZB,TNFAIP8
ALG141,1.8511473692345e-57,0.886638047,0.382,0.197,1.02784957676746e-52,FRZB,ALG14
CMTR2,2.23480005664533e-28,0.886624289,0.161,0.073,1.24087273145232e-23,FRZB,CMTR2
ATAD3C,2.04593402912294e-23,0.886041512,0.194,0.105,1.13600486967051e-18,FRZB,ATAD3C
RABGGTB,1.92938565112987e-73,0.885262014,0.487,0.265,1.07129138278986e-68,FRZB,RABGGTB
GDI21,1.25962639495509e-125,0.884969302,0.742,0.422,6.99407555798812e-121,FRZB,GDI2
VOPP1,9.41241297285061e-170,0.884959729,0.886,0.571,5.2262423031753e-165,FRZB,VOPP1
MAP3K71,1.38760506301333e-24,0.884685761,0.159,0.077,7.70467711238152e-20,FRZB,MAP3K7
SECISBP21,1.18405720539817e-91,0.883726047,0.552,0.287,6.57447763297335e-87,FRZB,SECISBP2
RELA,6.92854567166363e-39,0.883563072,0.289,0.153,3.84707498419123e-34,FRZB,RELA
SDHC1,1.70169973866211e-117,0.882985899,0.683,0.357,9.44868779892137e-113,FRZB,SDHC
MLF2,3.80320498745225e-106,0.882101578,0.646,0.359,2.11172956928286e-101,FRZB,MLF2
RSL1D1,1.55537876536244e-122,0.882077394,0.72,0.392,8.63624059467497e-118,FRZB,RSL1D1
ZCCHC172,1.28323548470193e-41,0.882034467,0.292,0.151,7.12516502880746e-37,FRZB,ZCCHC17
TMEM87B,3.92535722467467e-26,0.881414051,0.188,0.096,2.17955459900061e-21,FRZB,TMEM87B
COPS31,3.62535436186518e-55,0.880621377,0.409,0.225,2.01297800942564e-50,FRZB,COPS3
DENND4A,6.26314366713809e-31,0.880397721,0.219,0.112,3.47761052117842e-26,FRZB,DENND4A
NDUFC2,7.69407412774889e-178,0.879570665,0.94,0.559,4.27213465943257e-173,FRZB,NDUFC2
LGALS3BP2,2.39244068373344e-78,0.879553189,0.323,0.127,1.32840268964299e-73,FRZB,LGALS3BP
HDAC10,7.91670511867274e-23,0.879491001,0.167,0.085,4.39575051714304e-18,FRZB,HDAC10
MRPL241,8.26813275420816e-100,0.879479644,0.555,0.268,4.59088071177408e-95,FRZB,MRPL24
HINT1,1.634028556729e-300,0.879460419,0.999,0.803,9.07294356123778e-296,FRZB,HINT1
CAMK1D,1.64694723223633e-23,0.879135691,0.197,0.106,9.1446745069922e-19,FRZB,CAMK1D
SIVA12,2.28679602176335e-135,0.878895677,0.782,0.452,1.2697434910841e-130,FRZB,SIVA1
NUTF22,1.35757564714622e-70,0.878626111,0.476,0.254,7.53793878077941e-66,FRZB,NUTF2
VARS3,3.68406122661077e-54,0.878438949,0.313,0.146,2.04557499607563e-49,FRZB,VARS
GID8,4.73960036222298e-49,0.878341321,0.357,0.19,2.63166310112431e-44,FRZB,GID8
PEA151,9.01956887905403e-36,0.878331234,0.256,0.132,5.00811562009475e-31,FRZB,PEA15
UTP111,3.11657103072929e-42,0.877752474,0.293,0.151,1.73047606481244e-37,FRZB,UTP11
TROVE21,1.14938954858792e-79,0.87763397,0.412,0.183,6.38198546853443e-75,FRZB,TROVE2
SLC25A331,5.34812651217591e-31,0.877232396,0.217,0.11,2.96954724588567e-26,FRZB,SLC25A33
ZMIZ2,2.08068302467087e-20,0.877028733,0.18,0.1,1.1552992494485e-15,FRZB,ZMIZ2
P2RY101,4.23968223120965e-43,0.876972937,0.292,0.148,2.35408355887916e-38,FRZB,P2RY10
STX5,1.72520786056388e-91,0.876820644,0.592,0.327,9.57921664578096e-87,FRZB,STX5
PPP1CA1,1.18651988669853e-164,0.876389069,0.894,0.526,6.5881516708936e-160,FRZB,PPP1CA
ECHS11,3.41194902712236e-83,0.876023915,0.541,0.29,1.89448469730969e-78,FRZB,ECHS1
NDUFS22,2.57173896259778e-88,0.875281599,0.543,0.276,1.42795805898242e-83,FRZB,NDUFS2
OGFR,1.47749715790557e-48,0.874328164,0.346,0.182,8.2038029692707e-44,FRZB,OGFR
TM2D21,2.13132038857591e-34,0.874120554,0.232,0.114,1.18341564575678e-29,FRZB,TM2D2
NEDD81,7.64898502545428e-176,0.872872016,0.92,0.568,4.24709893538349e-171,FRZB,NEDD8
AC245297.31,8.74312400911638e-72,0.872491995,0.271,0.101,4.85461960606187e-67,FRZB,AC245297.3
DDRGK11,3.27087474383472e-95,0.872129982,0.589,0.306,1.81615320151423e-90,FRZB,DDRGK1
MAPKAPK3,1.29574663598708e-22,0.871367279,0.156,0.078,7.19463319631828e-18,FRZB,MAPKAPK3
BET1,1.65131752060391e-86,0.870388632,0.576,0.32,9.16894053315319e-82,FRZB,BET1
ACTR32,1.82685565730707e-130,0.870093972,0.749,0.405,1.01436160371975e-125,FRZB,ACTR3
BMI11,1.28374710826633e-81,0.869948064,0.506,0.255,7.12800581864881e-77,FRZB,BMI1
ARHGAP451,1.44343877791364e-31,0.86994413,0.23,0.118,8.01469381436548e-27,FRZB,ARHGAP45
FAF11,7.59244198086341e-30,0.869618743,0.194,0.094,4.21570340987441e-25,FRZB,FAF1
COASY,3.54976689966164e-42,0.869442408,0.297,0.152,1.97100807103712e-37,FRZB,COASY
DHX291,7.85517983523286e-58,0.869331368,0.388,0.2,4.36158860351304e-53,FRZB,DHX29
CLK4,1.00449331645565e-36,0.868880845,0.28,0.149,5.57744913961999e-32,FRZB,CLK4
CEP631,6.7544117988802e-35,0.868858213,0.25,0.129,3.75038715132823e-30,FRZB,CEP63
EIF4A31,1.6307955706406e-101,0.868703177,0.574,0.296,9.0549924059819e-97,FRZB,EIF4A3
POLR3E,1.09967952327371e-34,0.868477448,0.252,0.13,6.10597055297728e-30,FRZB,POLR3E
CFL1,3.13057242957529e-261,0.868473699,0.998,0.77,1.73825034152168e-256,FRZB,CFL1
DEGS1,3.11360993174512e-63,0.868221348,0.42,0.219,1.72883191460148e-58,FRZB,DEGS1
TMEM41B1,2.02445074315567e-51,0.867130559,0.318,0.155,1.12407627513719e-46,FRZB,TMEM41B
TRAPPC42,2.907433859088e-48,0.86663428,0.35,0.184,1.61435265025861e-43,FRZB,TRAPPC4
ARFIP11,4.84695859180254e-19,0.866081065,0.152,0.081,2.69127375809836e-14,FRZB,ARFIP1
SDR39U11,5.11536826446473e-43,0.866038273,0.298,0.153,2.84030822884404e-38,FRZB,SDR39U1
POLR2J1,3.23645816766488e-129,0.86596169,0.78,0.459,1.79704339759592e-124,FRZB,POLR2J
CKLF1,4.00349127668795e-120,0.865376668,0.711,0.376,2.22293853138099e-115,FRZB,CKLF
UBALD21,1.05445591786438e-125,0.865218315,0.697,0.366,5.85486648394198e-121,FRZB,UBALD2
IQGAP11,9.40104816499261e-91,0.864781406,0.545,0.279,5.21993199361215e-86,FRZB,IQGAP1
GNB5,3.13892876359333e-32,0.864695593,0.193,0.09,1.7428901959852e-27,FRZB,GNB5
TRAF41,4.03333087668439e-30,0.864535838,0.214,0.109,2.23950696927901e-25,FRZB,TRAF4
WDR131,1.93966390348115e-49,0.864130337,0.332,0.168,1.07699838240791e-44,FRZB,WDR13
COQ8A,2.44824585113493e-22,0.862926628,0.2,0.111,1.35938850884267e-17,FRZB,COQ8A
BORCS7,2.91202653120236e-32,0.86236565,0.237,0.123,1.61690273145011e-27,FRZB,BORCS7
CCS,6.0563559279837e-67,0.86218066,0.473,0.262,3.36279162901295e-62,FRZB,CCS
HAGH1,4.35994797129719e-110,0.861971041,0.656,0.347,2.42086111106277e-105,FRZB,HAGH
VTI1B,7.61004232108523e-63,0.861499527,0.44,0.238,4.22547599878258e-58,FRZB,VTI1B
GLOD41,2.10096868587106e-35,0.861432892,0.238,0.118,1.1665628628299e-30,FRZB,GLOD4
IMPDH1,8.41827215892124e-42,0.861156388,0.302,0.157,4.67424561624102e-37,FRZB,IMPDH1
COMMD31,1.14475756015404e-179,0.861006093,0.916,0.508,6.35626635275529e-175,FRZB,COMMD3
LTA4H,2.79989685906363e-52,0.860977834,0.394,0.216,1.55464273099508e-47,FRZB,LTA4H
TPRKB2,8.22847397062964e-76,0.860702825,0.482,0.245,4.56886017219211e-71,FRZB,TPRKB
ACP1,1.8179652509004e-128,0.860631679,0.775,0.452,1.00942520556244e-123,FRZB,ACP1
GPBP1,1.67534097566112e-161,0.86057259,0.837,0.481,9.30233076735836e-157,FRZB,GPBP1
NEU1,1.23045494253823e-122,0.859102762,0.712,0.394,6.83210106844352e-118,FRZB,NEU1
CCDC1591,3.10723526744248e-33,0.859083346,0.24,0.123,1.72529238224743e-28,FRZB,CCDC159
SEC22B,2.83356783314317e-78,0.858949374,0.525,0.291,1.57333853935275e-73,FRZB,SEC22B
ZNRD11,1.30013455100144e-51,0.858860923,0.33,0.161,7.21899709443549e-47,FRZB,ZNRD1
C1orf1312,8.34664466206434e-37,0.85807248,0.231,0.111,4.63447444861123e-32,FRZB,C1orf131
AGTRAP1,5.28842328727184e-22,0.85787402,0.158,0.08,2.93639703025769e-17,FRZB,AGTRAP
DPP8,1.79961494316461e-28,0.857729571,0.211,0.109,9.99236197192152e-24,FRZB,DPP8
SLC35F5,5.9998046455462e-29,0.857440617,0.215,0.111,3.33139152943953e-24,FRZB,SLC35F5
HMGCL,5.64478741403167e-19,0.857171585,0.15,0.079,3.13426821164109e-14,FRZB,HMGCL
NOLC11,1.73489400104584e-48,0.857014212,0.366,0.198,9.63299894080703e-44,FRZB,NOLC1
ATP2B1,2.12566975403523e-77,0.856775839,0.489,0.255,1.18027813092806e-72,FRZB,ATP2B1
LSM122,2.69573350825588e-51,0.856568379,0.364,0.191,1.49680603045908e-46,FRZB,LSM12
RBBP51,5.37044015992271e-24,0.85625644,0.173,0.088,2.98193689879708e-19,FRZB,RBBP5
SCO11,6.27555340184748e-23,0.856038414,0.165,0.084,3.48450102637581e-18,FRZB,SCO1
PPP4C1,5.39847123031488e-94,0.855616539,0.595,0.316,2.99750115063234e-89,FRZB,PPP4C
DPM31,2.30975360262649e-130,0.855369753,0.772,0.431,1.28249068785836e-125,FRZB,DPM3
ITPA2,1.19083575400606e-41,0.855347039,0.298,0.154,6.61211552411867e-37,FRZB,ITPA
CAST,3.2666840574979e-114,0.855343247,0.653,0.342,1.81382632292571e-109,FRZB,CAST
STK38L,2.78452918592125e-21,0.855101471,0.195,0.109,1.54610983048277e-16,FRZB,STK38L
IFI27L2,1.94659859266604e-149,0.855069613,0.857,0.512,1.08084886857782e-144,FRZB,IFI27L2
SCFD11,4.55219886681797e-112,0.854989271,0.655,0.346,2.52760842080068e-107,FRZB,SCFD1
MPHOSPH102,4.84545795021512e-53,0.854823384,0.353,0.178,2.69044052685695e-48,FRZB,MPHOSPH10
ATG4C1,2.43559202783829e-31,0.854425551,0.254,0.137,1.35236247345721e-26,FRZB,ATG4C
RPS6KB1,2.59264112157163e-28,0.854052385,0.197,0.1,1.43956398275265e-23,FRZB,RPS6KB1
ANAPC151,1.50178869599824e-62,0.853687962,0.412,0.211,8.33868173453023e-58,FRZB,ANAPC15
SNAP471,6.51979617769742e-48,0.853638417,0.295,0.142,3.62011682766649e-43,FRZB,SNAP47
NUDCD31,1.90257881125075e-27,0.853474933,0.182,0.089,1.05640688494698e-22,FRZB,NUDCD3
SNAPIN2,2.77051958141209e-40,0.853284203,0.274,0.138,1.53833099757907e-35,FRZB,SNAPIN
RAB3IP,6.39786051501962e-29,0.8531831,0.172,0.081,3.55241205096465e-24,FRZB,RAB3IP
UBE2V22,5.13347618085787e-68,0.853130577,0.439,0.224,2.85036264942133e-63,FRZB,UBE2V2
ZNF3,6.24299300120258e-29,0.852797498,0.183,0.088,3.46642186391773e-24,FRZB,ZNF3
NFE2L21,6.81235761708415e-93,0.852774006,0.564,0.295,3.78256156688597e-88,FRZB,NFE2L2
ENDOG,1.83549323101592e-24,0.852076009,0.17,0.084,1.01915761652159e-19,FRZB,ENDOG
TTC17,2.56125419490226e-68,0.851691964,0.446,0.231,1.42213639171948e-63,FRZB,TTC17
MED28,1.08100054221438e-55,0.851607525,0.388,0.203,6.00225551064535e-51,FRZB,MED28
YEATS41,1.53463050861676e-32,0.851011642,0.197,0.092,8.52103589909455e-28,FRZB,YEATS4
CHCHD12,9.59433764891201e-79,0.850263447,0.534,0.291,5.32725597955839e-74,FRZB,CHCHD1
PSIP12,1.02229577948521e-63,0.849476161,0.423,0.217,5.67629731559163e-59,FRZB,PSIP1
USP142,1.14498671612178e-63,0.849436167,0.417,0.212,6.35753874126616e-59,FRZB,USP14
COA62,4.57934474994257e-48,0.849416648,0.328,0.165,2.54268117240561e-43,FRZB,COA6
CHCHD10,2.27613121685952e-205,0.849409705,0.972,0.684,1.26382185816125e-200,FRZB,CHCHD10
SRP92,1.38992487367037e-138,0.849055573,0.819,0.478,7.71755786105473e-134,FRZB,SRP9
MLLT10,2.04496616065675e-21,0.848687567,0.184,0.1,1.13546746070466e-16,FRZB,MLLT10
DNAJC82,5.37886095221e-104,0.848365022,0.638,0.341,2.9866125437146e-99,FRZB,DNAJC8
CWC251,4.94649906796161e-46,0.848193032,0.331,0.176,2.74654360748568e-41,FRZB,CWC25
NAAA1,1.21298365967458e-35,0.847989079,0.221,0.105,6.73509177034312e-31,FRZB,NAAA
MRPS34,3.04511247271663e-136,0.847668398,0.826,0.482,1.69079870047591e-131,FRZB,MRPS34
UBE2A1,4.56531105070513e-79,0.847585421,0.563,0.318,2.53488896090403e-74,FRZB,UBE2A
PTDSS11,4.72701020986304e-33,0.847403258,0.249,0.13,2.62467241902645e-28,FRZB,PTDSS1
POLR3K1,2.09512449908901e-38,0.846968427,0.263,0.132,1.16331787811917e-33,FRZB,POLR3K
HADHB2,5.64918974887354e-61,0.846965971,0.404,0.206,3.13671260806203e-56,FRZB,HADHB
AC026369.3,3.05526695980251e-48,0.845886552,0.152,0.052,1.69643697943035e-43,FRZB,AC026369.3
TM2D31,1.24204991838049e-53,0.845773438,0.372,0.193,6.89648217180765e-49,FRZB,TM2D3
PDXK,9.19986183555043e-117,0.845458225,0.725,0.398,5.10822328418937e-112,FRZB,PDXK
PSMD32,2.01147037281155e-81,0.845191915,0.536,0.281,1.11686892450361e-76,FRZB,PSMD3
C16orf871,5.48410627179091e-32,0.844883338,0.234,0.12,3.0450500074119e-27,FRZB,C16orf87
PPP1R12A2,2.12552435971096e-76,0.844471897,0.442,0.211,1.18019740072951e-71,FRZB,PPP1R12A
TRMT13,3.14490450866537e-26,0.844336359,0.155,0.072,1.74620822843645e-21,FRZB,TRMT13
HAUS11,3.17582177838192e-28,0.844049815,0.211,0.109,1.76337504244656e-23,FRZB,HAUS1
AZIN1,1.64320213164831e-88,0.844047383,0.58,0.324,9.12387983597724e-84,FRZB,AZIN1
DBF41,1.32238084710222e-42,0.843844543,0.299,0.153,7.34251965353509e-38,FRZB,DBF4
MPPE11,1.1956506095358e-34,0.842969054,0.232,0.115,6.63885000944753e-30,FRZB,MPPE1
SRPRA,3.21186351696931e-158,0.842892924,0.879,0.542,1.78338721779721e-153,FRZB,SRPRA
PRR14,1.82839980658681e-28,0.842435774,0.217,0.114,1.01521899260733e-23,FRZB,PRR14
SLC4A1AP1,2.51850971093599e-19,0.842249094,0.173,0.096,1.39840251699721e-14,FRZB,SLC4A1AP
ZNF5931,7.56578021963903e-119,0.8420857,0.732,0.412,4.20089946695457e-114,FRZB,ZNF593
U2AF22,4.29525504359449e-44,0.842027002,0.333,0.178,2.38494036295584e-39,FRZB,U2AF2
LSM101,3.30292335645923e-123,0.841686705,0.74,0.409,1.83394819367399e-118,FRZB,LSM10
MAPRE11,7.53732308370351e-68,0.841352604,0.494,0.274,4.18509864222638e-63,FRZB,MAPRE1
ATP6V1A,5.01732852976611e-34,0.840564908,0.242,0.123,2.78587166615263e-29,FRZB,ATP6V1A
NDUFV21,1.8480018342236e-160,0.84050505,0.909,0.579,1.02610301845266e-155,FRZB,NDUFV2
CD2BP21,1.47679185783799e-70,0.840448741,0.493,0.266,8.19988679064544e-66,FRZB,CD2BP2
SRM,4.92974965600765e-157,0.840218774,0.9,0.557,2.73724349649825e-152,FRZB,SRM
LRRFIP13,5.15316671535359e-93,0.840177116,0.54,0.267,2.86129581870008e-88,FRZB,LRRFIP1
SVIP1,8.92053016118412e-137,0.839892935,0.807,0.443,4.95312437199748e-132,FRZB,SVIP
PPP4R3A1,2.18939045458022e-31,0.839844263,0.241,0.127,1.21565904990567e-26,FRZB,PPP4R3A
SDF4,1.93753622218263e-145,0.839155958,0.842,0.503,1.0758169873669e-140,FRZB,SDF4
TRAPPC11,1.09376379554453e-122,0.838818036,0.766,0.433,6.07312347476098e-118,FRZB,TRAPPC1
TIPRL2,1.09238273990706e-62,0.838370481,0.4,0.199,6.06545516333396e-58,FRZB,TIPRL
SUMF21,5.32069495268882e-82,0.838205637,0.537,0.282,2.95431587248047e-77,FRZB,SUMF2
NMRK11,2.40511143480077e-83,0.838102958,0.557,0.304,1.33543812417313e-78,FRZB,NMRK1
ANP32B1,1.22299750891636e-139,0.837324393,0.858,0.514,6.79069366825811e-135,FRZB,ANP32B
